"ID","Species","Owner","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner.1","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Expiration","Certification.Body","unit_of_measurement","altitude_low_meters","altitude_high_meters"
66,"Arabica","essencecoffee","Panama","elida estate","elida estate","essence coffee","1680","boquete","Lamastus","100","60 kg","Blossom Valley International","2014","May 23rd, 2015","EssenceCoffee","Caturra","Natural / Dry","8","7.75","7.83","7.83","7.67","8.58","10","10","10","7.83","85.5","0.09","2","0","NULL","2","May 22nd, 2016","Blossom Valley International","m","1680","1680"
67,"Arabica","essencecoffee","Kenya","inoi","inoi","essence coffee","1900m","kirinyaga","NULL","16","60 kg","Blossom Valley International","2014","May 23rd, 2015","EssenceCoffee","SL28","Natural / Dry","7.92","7.92","7.83","8.08","7.83","7.92","10","10","10","8","85.5","0.1","0","0","Green","3","May 22nd, 2016","Blossom Valley International","m","1900","1900"
68,"Arabica","assefa belay coffee producer","Ethiopia","NULL","NULL","assefa belay coffee producer","1800-2000","oromia","Assefa Belay Coffee Producer","320","60 kg","METAD Agricultural Development plc","2015","March 31st, 2015","Assefa Belay Coffee Producer","Other","Natural / Dry","7.83","8","7.83","7.92","7.83","8.08","10","10","10","8","85.5","0.12","0","0","Green","7","March 30th, 2016","METAD Agricultural Development plc","m","1800","2000"
69,"Arabica","kyagalanyi ltd","Uganda","buginyanya","kyagalanyi coffee ltd","kyagalanyi coffee ltd","1600","bulambuli eastern region","Kyagalanyi coffee Ltd","320","60 kg","Uganda Coffee Development Authority","2013","June 26th, 2014","Kyagalanyi Ltd","SL14","Washed / Wet","8.33","7.92","7.67","7.92","7.67","7.92","10","10","10","8.08","85.5","0.12","0","0","Green","1","June 26th, 2015","Uganda Coffee Development Authority","m","1600","1600"
70,"Arabica","juan luis alvarado romero","Guatemala","asoperc","beneficio exportacafe agua santa","exportcafe","5600-5760 metros","huehuetenango","ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA)","250","69 kg","Asociacion Nacional Del CafÃ©","2013","February 26th, 2013","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","8","7.83","7.67","8.33","7.83","8","10","10","10","7.83","85.5","0.11","0","0","Green","1","February 26th, 2014","Asociacion Nacional Del CafÃ©","ft","1706.88","1755.648"
71,"Arabica","assefa belay coffee producer","Ethiopia","NULL","NULL","assefa belay coffee producer","1800-2000","oromia","Assefa Belay Coffee Producer","320","60 kg","METAD Agricultural Development plc","2015","March 31st, 2015","Assefa Belay Coffee Producer","NULL","Washed / Wet","7.75","7.83","7.83","8.17","7.92","7.83","10","10","10","8.08","85.42","0.1","0","0","Green","18","March 30th, 2016","METAD Agricultural Development plc","m","1800","2000"
72,"Arabica","great lakes coffee uganda","Uganda","chesiyo farmer group","great lakes coffee","great lakes coffee","1950","kapchorwa","Chesiyo Farmer group","150","60 kg","Uganda Coffee Development Authority","2013","June 26th, 2014","Great Lakes Coffee Uganda","SL14","Washed / Wet","8.08","8","7.83","7.67","8","7.83","10","10","10","8","85.42","0.12","0","0","Green","5","June 26th, 2015","Uganda Coffee Development Authority","m","1950","1950"
73,"Arabica","kona pacific farmers cooperative","United States (Hawaii)","NULL","NULL","kona pacific farmers cooperative","NULL","kona","NULL","8","100 lbs","Specialty Coffee Association","2012","April 6th, 2012","Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry","7.92","7.92","7.75","7.92","7.75","7.92","10","10","10","8.25","85.42","0","4","0","NULL","6","April 6th, 2013","Specialty Coffee Association","ft","NULL","NULL"
74,"Arabica","nucoffee","Brazil","fazenda serra de trÃªs barras","NULL","nucoffee","1250m","south of minas","JosÃ© Vagner Ribeiro Junqueira","5","60 kg","NUCOFFEE","2011","December 3rd, 2011","NUCOFFEE","Bourbon","Semi-washed / Semi-pulped","8","8","8","7.67","7.75","8","10","10","10","8","85.42","0.11","0","0","Blue-Green","1","December 2nd, 2012","NUCOFFEE","m","1250","1250"
75,"Arabica","grounds for health admin","El Salvador","sierra nevada","beneficio las tres puertas","NULL","1400 m","apaneca","J. Hill y Cia SA de CV","2","1 kg,lbs","Specialty Coffee Association","2009 / 2010","May 31st, 2010","Grounds for Health Admin","NULL","NULL","8.08","7.83","7.83","8.08","7.83","7.83","10","10","10","7.92","85.42","0.01","0","0","NULL","0","May 31st, 2011","Specialty Coffee Association","m","1400","1400"
76,"Arabica","yunnan coffee exchange","China","pu'er city longke coffee co.ltd","pu'er city longke coffee co.ltd","yunnan coffee exchange","1700","yunnan","Pu'er City Longke Coffee Co.Ltd","3","60 kg","Yunnan Coffee Exchange","2015","April 6th, 2016","Yunnan Coffee Exchange","Catimor","Natural / Dry","8","8","8","7.83","7.83","7.75","10","10","10","7.92","85.33","0.1","0","0","Green","0","April 6th, 2017","Yunnan Coffee Exchange","m","1700","1700"
77,"Arabica","essencecoffee","Guatemala","el injerto s.a.","el injerto s.a.","essence coffee","1770","huehuetenango","Arturo Aguirre","36","30 kg","Blossom Valley International","2014","May 23rd, 2015","EssenceCoffee","Pacamara","Natural / Dry","7.83","7.75","7.83","7.67","7.83","8.58","10","10","10","7.83","85.33","0.11","0","0","Green","1","May 22nd, 2016","Blossom Valley International","m","1770","1770"
78,"Arabica","the coffee source inc.","Costa Rica","several","cafe altura de san ramon","the coffee source inc.","1300","west valley","Cafe Altura de San Ramon","250","3 lbs","Specialty Coffee Association","2014","May 1st, 2014","The Coffee Source Inc.","Caturra","Washed / Wet","7.92","8.08","8","7.92","8","8.08","10","10","9.33","8","85.33","0","0","0","Bluish-Green","0","May 1st, 2015","Specialty Coffee Association","m","1300","1300"
79,"Arabica","the coffee source inc.","Costa Rica","several","cafe altura de san ramon","the coffee source inc.","1300 msnm","san ramon","SEVERAL","250","3 lbs","Specialty Coffee Association","2014","May 1st, 2014","The Coffee Source Inc.","Caturra","Washed / Wet","8","7.58","7.58","7.67","8.08","8.5","10","10","10","7.92","85.33","0.1","0","0","Bluish-Green","2","May 1st, 2015","Specialty Coffee Association","m","1300","1300"
80,"Arabica","rashid moledina & co. (msa) ltd.","Kenya","NULL","NULL","rashid moledina & co. (msa) ltd","above 1600 m","central kenya","Kianjogu - Rutuma F.C.S. Ltd.","20","60 kg","Kenya Coffee Traders Association","2012","April 19th, 2013","RASHID MOLEDINA & CO. (MSA) LTD.","SL34","Washed / Wet","7.83","8.08","7.75","8.08","7.92","7.75","10","10","10","7.92","85.33","0","0","0","Green","2","April 19th, 2014","Kenya Coffee Traders Association","m","1600","1600"
81,"Arabica","ibero kenya limited","Kenya","NULL","nkg/ck/hc/ss/kccm","ibero kenya limited","above 1200 m","central kenya","Blend from various Producers","300","60 kg","Kenya Coffee Traders Association","2012","March 12th, 2013","Ibero Kenya Limited","SL34","Washed / Wet","8","7.92","7.92","8.08","7.83","7.75","10","10","10","7.83","85.33","0","0","0","Green","6","March 12th, 2014","Kenya Coffee Traders Association","m","1200","1200"
82,"Arabica","ethiopia commodity exchange","Ethiopia","phone number | 0911-513824 email: gmt.ft","NULL","NULL","NULL","yirgacheffe","Contact name | Egziabhez Mezgebe, GMT Industrial Plc","360","6 kg","Ethiopia Commodity Exchange","2009/2010","June 17th, 2010","Ethiopia Commodity Exchange","NULL","NULL","7.83","7.83","7.92","8.08","7.75","7.83","10","10","10","8.08","85.33","0.05","0","0","NULL","2","June 17th, 2011","Ethiopia Commodity Exchange","m","NULL","NULL"
83,"Arabica","ethiopia commodity exchange","Ethiopia","NULL","NULL","NULL","NULL","yirgacheffe","Contact name | Hailu Gebre Hiwot","300","6","Ethiopia Commodity Exchange","2009/2010","June 17th, 2010","Ethiopia Commodity Exchange","Typica","NULL","7.92","7.83","7.75","8.33","7.75","7.75","10","10","10","8","85.33","0.1","0","0","NULL","3","June 17th, 2011","Ethiopia Commodity Exchange","m","NULL","NULL"
84,"Arabica","juan luis alvarado romero","Guatemala","la esperanza y anexos","beneficio ixchel","unex guatemala, s.a.","NULL","oriente","MARGARITA AVILA DE NUYENS","250","69 kg","Asociacion Nacional Del CafÃ©","2016","April 27th, 2016","Juan Luis Alvarado Romero","Bourbon","NULL","8","7.92","7.75","8","7.92","7.83","10","10","10","7.83","85.25","0.1","0","2","Green","2","April 27th, 2017","Asociacion Nacional Del CafÃ©","m","NULL","NULL"
85,"Arabica","exportadora de cafe condor s.a","Colombia","various","trilladora agricola","exportadora de cafe condor s.a","1550 msnm","santander","varios","275","70 kg","AlmacafÃ©","2015","April 8th, 2015","Exportadora de Cafe Condor S.A","Caturra","Washed / Wet","8.17","7.92","7.83","8","7.58","7.83","10","10","10","7.92","85.25","0.11","0","0","Green","0","April 7th, 2016","AlmacafÃ©","m","1550","1550"
86,"Arabica","compaÃ±ia colombiana agroindustrial s.a","Colombia","NULL","trilladora boananza","ecom cca sa","1550","santander","NULL","250","70 kg","AlmacafÃ©","2014","January 17th, 2014","CompaÃ±ia Colombiana Agroindustrial S.A","Caturra","Natural / Dry","7.58","8.08","7.92","7.83","8","7.92","10","10","10","7.92","85.25","0.12","0","0","Green","2","January 17th, 2015","AlmacafÃ©","m","1550","1550"
87,"Arabica","nomura trading co., ltd.","Indonesia","NULL","NULL","nomura trading co., ltd.","1250-1400 meter","lintong","NULL","54","60 kg","Specialty Coffee Association","2012","November 26th, 2012","Nomura Trading Co., Ltd.","Sumatra Lintong","Semi-washed / Semi-pulped","7.75","7.83","7.67","8","8.08","7.83","10","10","10","8","85.17","0.11","0","0","Green","3","November 26th, 2013","Specialty Coffee Association","m","1250","1400"
88,"Arabica","the coffee source inc.","Guatemala","coop. hoja blanca - fedecocagua","coop. hoja blanca - fedecocagua","the coffee source inc.","1400 msm","huehuetenango","Coop. Hoja Blanca - Fedecocagua","250","1 kg","Specialty Coffee Association","2012","January 18th, 2012","The Coffee Source Inc.","Caturra","Washed / Wet","8.25","8","7.67","7.92","7.75","7.67","10","10","10","7.92","85.17","0","0","0","NULL","7","January 17th, 2013","Specialty Coffee Association","m","1400","1400"
89,"Arabica","seid damtew coffee planataion","Ethiopia","seid damtew coffee planation","at site and addis ababa","seid damtew coffee planation","NULL","kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.","SEID DAMTEW COFFEE PLANATION","320","19200 kg","METAD Agricultural Development plc","2016","August 9th, 2016","SEID DAMTEW COFFEE PLANATAION","Other","Natural / Dry","7.75","8","7.58","8","8","7.92","10","10","10","7.83","85.08","0.11","0","1","Green","8","August 9th, 2017","METAD Agricultural Development plc","m","NULL","NULL"
90,"Arabica","carcafe ltda ci","Colombia","NULL","pasto","carcafe ltda","2.560 msnm","pasto","JOSE ALBEIRO GOMEZ / LUIS JABER REALPE","250","70 kg","AlmacafÃ©","2015","August 18th, 2015","CARCAFE LTDA CI","Caturra","Natural / Dry","8.17","7.83","7.58","8.08","8","7.75","10","10","10","7.67","85.08","0","0","0","NULL","0","August 17th, 2016","AlmacafÃ©","m","2560","2560"
91,"Arabica","steven kil","Ethiopia","aricha coop","aricha coop","the specialty coffee appraisers institute of asia","1700","aricha","BNT","100","60 kg","Specialty Coffee Association","2014","October 7th, 2014","Steven Kil","NULL","Natural / Dry","8.42","8","7.42","8","7.92","7.92","9.33","10","10","8.08","85.08","0.1","2","0","Green","7","October 7th, 2015","Specialty Coffee Association","m","1700","1700"
92,"Arabica","eileen koyanagi","United States (Hawaii)","NULL","NULL","kona pacific farmers cooperative","NULL","kona","NULL","12","100 lbs","Specialty Coffee Association","2014","March 10th, 2014","Eileen Koyanagi","Hawaiian Kona","Natural / Dry","7.58","7.83","7.83","7.92","7.83","8.17","10","10","10","7.92","85.08","0.11","2","0","Bluish-Green","2","March 10th, 2015","Specialty Coffee Association","ft","NULL","NULL"
93,"Arabica","carcafe ltda ci","Colombia","NULL","NULL","carcafe ltda","2136 msnm","cundinamarca","ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA","250","70 kg","AlmacafÃ©","2012","March 16th, 2012","CARCAFE LTDA CI","Caturra","Natural / Dry","7.83","8","7.75","7.75","7.83","7.83","10","10","10","8.08","85.08","0.11","0","0","Green","8","March 16th, 2013","AlmacafÃ©","m","2136","2136"
94,"Arabica","kona pacific farmers cooperative","United States (Hawaii)","NULL","NULL","NULL","NULL","kona","Kona Pacific Farmers Cooperative","13","100 lbs","Specialty Coffee Association","2010-2011","December 27th, 2010","Kona Pacific Farmers Cooperative","NULL","NULL","8.08","8.17","7.92","8","8.08","8","9.33","9.33","10","8.17","85.08","0.01","1","0","NULL","7","December 27th, 2011","Specialty Coffee Association","ft","NULL","NULL"
95,"Arabica","ethiopia commodity exchange","Ethiopia","NULL","NULL","NULL","NULL","sidamo","Exporter Name | Muluneh Kaka | Phone: 0114390290","360","6","Ethiopia Commodity Exchange","2010","June 17th, 2010","Ethiopia Commodity Exchange","NULL","NULL","7.67","8","7.83","8","7.92","7.83","10","10","10","7.83","85.08","0","0","0","NULL","5","June 17th, 2011","Ethiopia Commodity Exchange","m","NULL","NULL"
96,"Arabica","kona pacific farmers cooperative","United States (Hawaii)","kona pacific farmers cooperative","kona pacific farmers cooperative","NULL","NULL","kona","NULL","27","0 lbs","Specialty Coffee Association","NULL","May 17th, 2010","Kona Pacific Farmers Cooperative","NULL","NULL","7.5","7.92","8.25","7.83","7.92","7.75","10","10","10","7.92","85.08","0","0","0","NULL","0","May 17th, 2011","Specialty Coffee Association","ft","NULL","NULL"
97,"Arabica","kyagalanyi coffee ltd","Uganda","mount elgon area","kyagalanyi coffee ltd","kyagalanyi coffee ltd","1800","eastern uganda","Kyagalanyi Coffee Ltd","200","60 kg","Uganda Coffee Development Authority","2016","July 24th, 2017","Kyagalanyi Coffee Ltd","SL14","Washed / Wet","8.17","7.92","7.75","7.75","7.67","7.75","10","10","10","8","85","0.11","0","0","Green","1","July 24th, 2018","Uganda Coffee Development Authority","m","1800","1800"
98,"Arabica","racafe & cia s.c.a","Colombia","NULL","bachue","racafe & cia s.c.a","NULL","huila","La Plata","135","70 kg","AlmacafÃ©","2016","February 15th, 2017","Racafe & Cia S.C.A","Caturra","Washed / Wet","8","7.92","7.75","7.92","7.75","7.83","10","10","10","7.83","85","0","0","0","Green","3","February 15th, 2018","AlmacafÃ©","m","NULL","NULL"
99,"Arabica","troy quimby","Costa Rica","estate la patricia","micro beneficio la cabaÃ±a-javier meza","bold coast coffee","1900","tarrazu","Manuel Montero","36","46 kg","Specialty Coffee Association","2016","January 30th, 2017","Troy Quimby","Catuai","Washed / Wet","7.83","8","7.58","7.92","7.92","7.83","10","10","10","7.92","85","0.12","1","1","Green","1","January 30th, 2018","Specialty Coffee Association","m","1900","1900"
100,"Arabica","el equimite, cafetal biodinÃ¡mico","Mexico","various","cafetal el equimite, rancho agroecolÃ³gico","cafetal el equimite, rancho agroecolÃ³gico, s.p.r. de r.l.","1300","veracruz","Varios productores minifundistas","1","30 kg","Centro AgroecolÃ³gico del CafÃ© A.C.","2015","September 21st, 2016","El Equimite, Cafetal BiodinÃ¡mico","Typica","Washed / Wet","7.83","8","7.83","7.75","7.67","7.83","10","10","10","8.08","85","0.09","0","0","Green","3","September 21st, 2017","Centro AgroecolÃ³gico del CafÃ© A.C.","m","1300","1300"
101,"Arabica","simon mahinda","Kenya","NULL","ckcm","c dorman ltd","-1","NULL","NULL","170","60 kg","Kenya Coffee Traders Association","2015","May 7th, 2016","SIMON MAHINDA","NULL","Washed / Wet","8.17","7.83","7.92","7.75","7.67","7.83","10","10","10","7.83","85","0.11","0","5","Green","7","May 7th, 2017","Kenya Coffee Traders Association","m","1","1"
102,"Arabica","rashid moledina & co. (msa) ltd.","Kenya","machure estate","NULL","rashid moledina & co. (msa) ltd","1580","central kenya","NULL","38","60 kg","Kenya Coffee Traders Association","2012","April 19th, 2013","RASHID MOLEDINA & CO. (MSA) LTD.","SL34","Washed / Wet","7.75","7.83","7.75","8.08","8","7.75","10","10","10","7.83","85","0","0","0","Green","5","April 19th, 2014","Kenya Coffee Traders Association","m","1580","1580"
103,"Arabica","nucoffee","Brazil","sitÃ­o sÃ£o geraldo","NULL","nucoffee","1100m","grama valley","Idalina M. De Andrade Ferreira","31","60 kg","NUCOFFEE","2012","February 29th, 2012","NUCOFFEE","Mundo Novo","Natural / Dry","8","8","7.83","7.83","7.67","7.67","10","10","10","8","85","0.12","0","0","Green","3","February 28th, 2013","NUCOFFEE","m","1100","1100"
104,"Arabica","young kim","Mexico","kassandra","NULL","NULL","1400 masl","mexico","Finca Kassandra","1","1 kg","Specialty Coffee Association","2010-2011","April 6th, 2011","Young Kim","Pacamara","NULL","7.92","8.17","7.75","8.08","7.42","7.83","10","10","10","7.83","85","0","0","0","NULL","0","April 5th, 2012","Specialty Coffee Association","m","1400","1400"
